ticket_id,customer_id,order_id,message_text,channel,timestamp,resolution_status
T7242,C2205,O11434,"My product from order O11434 stopped working, is it still under warranty?",phone-transcribed,2025-11-28 12:48:00,Resolved
T7243,C2074,O10255,I returned an item two weeks ago and still haven't received my refund. Order O10255.,chat,2025-10-09 08:55:00,Open
T7244,C2148,O10057,I returned an item two weeks ago and still haven't received my refund. Order O10057.,chat,2025-04-09 15:48:00,Escalated
T7245,C2382,O11056,Can you tell me the current status of order O11056? Tracking hasn't updated in 3 days.,email,2025-01-26 16:36:00,Resolved
T7246,C2322,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,phone-transcribed,2026-04-06 21:35:00,Open
T7247,C2139,O10906,Can you tell me the current status of order O10906? Tracking hasn't updated in 3 days.,chat,2026-06-20 20:14:00,Resolved
T7248,C2318,O10807,"I want to return my order O10807, the item doesn't fit properly.",phone-transcribed,2026-04-20 14:39:00,Resolved
T7249,C2316,O10509,My order O10509 shows delivered but I never received it.,email,2025-06-28 15:19:00,Escalated
T7250,C2195,O10184,Does this product come in a larger size? I'm considering ordering it.,chat,2025-09-30 13:51:00,Resolved
T7251,C2056,O11256,Can you tell me the current status of order O11256? Tracking hasn't updated in 3 days.,email,2026-05-11 10:03:00,Resolved
T7252,C2399,O10739,"I was charged twice for order O10739, please refund the extra charge.",email,2025-11-26 19:02:00,Resolved
T7253,C2036,O10160,"I was charged twice for order O10160, please refund the extra charge.",email,2026-02-25 11:53:00,Resolved
T7254,C2385,O11137,My order O11137 shows delivered but I never received it.,chat,2026-02-09 11:26:00,Escalated
T7255,C2331,O10204,"I want to return my order O10204, the item doesn't fit properly.",chat,2025-11-21 08:24:00,Resolved
T7256,C2025,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,email,2025-08-28 16:37:00,Resolved
T7257,C2024,O10770,I returned an item two weeks ago and still haven't received my refund. Order O10770.,email,2026-03-21 20:57:00,Escalated
T7258,C2285,,Does this product come in a larger size? I'm considering ordering it.,chat,2025-04-14 20:27:00,Resolved
T7259,C2007,O10636,This is the third time I've contacted support about order O10636 and no one has resolved it. Extremely frustrated.,chat,2025-10-31 15:48:00,Resolved
T7260,C2275,O10922,How do I use my loyalty points on my next purchase?,email,2025-12-31 11:50:00,Resolved
T7261,C2311,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,phone-transcribed,2025-06-29 12:51:00,Resolved
T7262,C2195,O10267,My order O10267 shows delivered but I never received it.,email,2025-10-29 19:18:00,Open
T7263,C2203,O11245,Is the blender compatible with international chargers?,chat,2025-08-06 08:44:00,Escalated
T7264,C2217,O10382,"I want to return my order O10382, the item doesn't fit properly.",chat,2025-10-30 10:48:00,Resolved
T7265,C2219,,How do I use my loyalty points on my next purchase?,chat,2025-04-04 20:20:00,Resolved
T7266,C2199,O10362,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,email,2026-01-16 09:23:00,Escalated
T7267,C2436,O10514,My payment failed but the amount was deducted from my account. Order O10514 shows as unpaid.,phone-transcribed,2025-11-04 20:57:00,Escalated
T7268,C2007,O10971,Can you tell me the current status of order O10971? Tracking hasn't updated in 3 days.,chat,2025-03-18 16:08:00,Open
T7269,C2040,O11183,"I want to return my order O11183, the item doesn't fit properly.",chat,2025-05-07 20:17:00,Resolved
T7270,C2367,O10538,"I lost my invoice, can I still claim warranty on order O10538?",email,2026-04-29 09:09:00,Resolved
T7271,C2084,O10514,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,email,2025-05-14 13:14:00,Resolved
T7272,C2356,,Does this product come in a larger size? I'm considering ordering it.,chat,2026-04-15 21:40:00,Open
T7273,C2135,O10358,My payment failed but the amount was deducted from my account. Order O10358 shows as unpaid.,chat,2026-06-16 16:44:00,Escalated
T7274,C2257,O10518,"My product from order O10518 stopped working, is it still under warranty?",email,2025-10-18 08:02:00,Resolved
T7275,C2219,O10625,I returned an item two weeks ago and still haven't received my refund. Order O10625.,chat,2025-07-23 13:47:00,Open
T7276,C2100,O10157,This is the third time I've contacted support about order O10157 and no one has resolved it. Extremely frustrated.,chat,2026-04-10 10:59:00,Escalated
T7277,C2229,O11100,I returned an item two weeks ago and still haven't received my refund. Order O11100.,email,2026-01-01 19:52:00,Escalated
T7278,C2230,O10815,"I was charged twice for order O10815, please refund the extra charge.",chat,2025-03-01 18:41:00,Resolved
T7279,C2085,O10347,"I was charged twice for order O10347, please refund the extra charge.",chat,2026-06-22 16:24:00,Resolved
T7280,C2419,O10972,Can you tell me the current status of order O10972? Tracking hasn't updated in 3 days.,email,2026-04-13 16:03:00,Resolved
T7281,C2034,,Does this product come in a larger size? I'm considering ordering it.,email,2026-02-21 13:45:00,Resolved
T7282,C2016,O11246,"I lost my invoice, can I still claim warranty on order O11246?",chat,2025-08-10 16:53:00,Open
T7283,C2319,O10470,How do I use my loyalty points on my next purchase?,chat,2025-10-28 20:40:00,Resolved
T7284,C2263,O11464,Can you tell me the current status of order O11464? Tracking hasn't updated in 3 days.,chat,2025-01-10 12:32:00,Escalated
T7285,C2431,O10707,"I lost my invoice, can I still claim warranty on order O10707?",chat,2025-08-31 18:23:00,Resolved
T7286,C2218,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,email,2025-06-25 19:04:00,Resolved
T7287,C2317,O10922,How do I initiate a return for O10922? It arrived damaged.,chat,2025-06-14 18:48:00,Escalated
T7288,C2371,O11318,Is the headphones compatible with international chargers?,chat,2025-02-08 16:32:00,Resolved
T7289,C2447,O10790,My payment failed but the amount was deducted from my account. Order O10790 shows as unpaid.,phone-transcribed,2025-08-31 16:49:00,Open
T7290,C2391,O11226,Can I change the delivery address for order O11226? It hasn't shipped yet.,chat,2026-03-19 15:37:00,Resolved
T7291,C2428,O10214,"I was charged twice for order O10214, please refund the extra charge.",email,2026-04-13 10:16:00,Resolved
T7292,C2018,O10183,My order O10183 shows delivered but I never received it.,email,2025-04-11 12:08:00,Escalated
T7293,C2425,O11328,My payment failed but the amount was deducted from my account. Order O11328 shows as unpaid.,email,2026-02-08 16:15:00,Open
T7294,C2405,O10309,Can you tell me the current status of order O10309? Tracking hasn't updated in 3 days.,phone-transcribed,2025-03-11 16:31:00,Open
T7295,C2418,O11160,"I want to return my order O11160, the item doesn't fit properly.",phone-transcribed,2026-06-09 21:32:00,Escalated
T7296,C2364,,Does this product come in a larger size? I'm considering ordering it.,chat,2025-01-09 08:52:00,Open
T7297,C2094,O10359,How do I initiate a return for O10359? It arrived damaged.,chat,2026-05-22 16:24:00,Resolved
T7298,C2194,O10092,Can you tell me the current status of order O10092? Tracking hasn't updated in 3 days.,email,2026-05-30 17:42:00,Resolved
T7299,C2410,,Is the running shoes compatible with international chargers?,chat,2025-01-13 09:52:00,Resolved
T7300,C2190,O10190,"I lost my invoice, can I still claim warranty on order O10190?",chat,2025-07-26 11:57:00,Resolved
T7301,C2163,O10174,Is the headphones compatible with international chargers?,email,2026-02-27 14:50:00,Resolved
T7302,C2438,O11313,My payment failed but the amount was deducted from my account. Order O11313 shows as unpaid.,chat,2025-11-30 14:55:00,Escalated
T7303,C2161,O11385,This is the third time I've contacted support about order O11385 and no one has resolved it. Extremely frustrated.,chat,2025-01-06 19:49:00,Escalated
T7304,C2234,O10827,This is the third time I've contacted support about order O10827 and no one has resolved it. Extremely frustrated.,chat,2026-05-14 13:47:00,Resolved
T7305,C2224,O10152,This is the third time I've contacted support about order O10152 and no one has resolved it. Extremely frustrated.,chat,2026-03-13 08:27:00,Resolved
T7306,C2342,O10864,"I lost my invoice, can I still claim warranty on order O10864?",chat,2026-02-18 18:25:00,Escalated
T7307,C2153,O10177,This is the third time I've contacted support about order O10177 and no one has resolved it. Extremely frustrated.,email,2025-12-17 12:00:00,Escalated
T7308,C2277,O10205,"My product from order O10205 stopped working, is it still under warranty?",email,2025-08-26 12:49:00,Resolved
T7309,C2021,O11259,My payment failed but the amount was deducted from my account. Order O11259 shows as unpaid.,chat,2025-11-01 20:12:00,Resolved
T7310,C2280,O10602,How do I initiate a return for O10602? It arrived damaged.,chat,2025-02-12 17:36:00,Resolved
T7311,C2081,O11242,"I lost my invoice, can I still claim warranty on order O11242?",email,2025-09-14 11:34:00,Resolved
T7312,C2284,O11301,My payment failed but the amount was deducted from my account. Order O11301 shows as unpaid.,chat,2025-05-04 18:41:00,Resolved
T7313,C2314,O10745,Can you tell me the current status of order O10745? Tracking hasn't updated in 3 days.,chat,2025-08-26 14:11:00,Resolved
T7314,C2432,O11166,Can you tell me the current status of order O11166? Tracking hasn't updated in 3 days.,phone-transcribed,2025-09-12 19:38:00,Resolved
T7315,C2011,O10271,Can you tell me the current status of order O10271? Tracking hasn't updated in 3 days.,phone-transcribed,2025-12-12 15:54:00,Escalated
T7316,C2267,,Does this product come in a larger size? I'm considering ordering it.,chat,2025-10-24 09:35:00,Resolved
T7317,C2389,,How do I use my loyalty points on my next purchase?,phone-transcribed,2025-05-13 13:21:00,Resolved
T7318,C2060,O10996,"I was charged twice for order O10996, please refund the extra charge.",chat,2026-04-01 18:47:00,Open
T7319,C2151,O11233,"I lost my invoice, can I still claim warranty on order O11233?",email,2025-07-16 16:43:00,Resolved
T7320,C2330,O10296,My payment failed but the amount was deducted from my account. Order O10296 shows as unpaid.,chat,2026-04-01 17:25:00,Escalated
T7321,C2223,O10362,I returned an item two weeks ago and still haven't received my refund. Order O10362.,chat,2025-05-10 13:32:00,Resolved
T7322,C2230,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,email,2025-01-07 12:58:00,Open
T7323,C2421,O10709,My payment failed but the amount was deducted from my account. Order O10709 shows as unpaid.,chat,2025-11-20 13:27:00,Escalated
T7324,C2064,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,chat,2025-07-29 15:53:00,Open
T7325,C2294,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,chat,2025-05-08 11:59:00,Resolved
T7326,C2175,O10563,"I lost my invoice, can I still claim warranty on order O10563?",chat,2026-04-15 21:08:00,Resolved
T7327,C2442,O10363,"I was charged twice for order O10363, please refund the extra charge.",phone-transcribed,2025-12-21 13:56:00,Escalated
T7328,C2403,O10010,I returned an item two weeks ago and still haven't received my refund. Order O10010.,chat,2026-05-01 18:58:00,Escalated
T7329,C2093,O11410,"I want to return my order O11410, the item doesn't fit properly.",email,2025-03-09 09:08:00,Escalated
T7330,C2037,O11110,"I lost my invoice, can I still claim warranty on order O11110?",chat,2025-03-27 08:50:00,Resolved
T7331,C2287,,Is the headphones compatible with international chargers?,chat,2025-04-23 13:00:00,Resolved
T7332,C2432,O10223,"I was charged twice for order O10223, please refund the extra charge.",chat,2025-04-12 09:47:00,Escalated
T7333,C2380,O10465,"My product from order O10465 stopped working, is it still under warranty?",chat,2025-02-09 10:12:00,Open
T7334,C2236,O10881,Can you tell me the current status of order O10881? Tracking hasn't updated in 3 days.,email,2025-05-24 15:16:00,Escalated
T7335,C2424,O11032,Is the blender compatible with international chargers?,email,2025-12-03 19:18:00,Resolved
T7336,C2330,O11162,"I want to return my order O11162, the item doesn't fit properly.",chat,2026-01-06 17:13:00,Resolved
T7337,C2211,O10269,"My product from order O10269 stopped working, is it still under warranty?",chat,2025-04-12 20:07:00,Resolved
T7338,C2375,O11278,Can you tell me the current status of order O11278? Tracking hasn't updated in 3 days.,phone-transcribed,2025-03-24 20:19:00,Resolved
T7339,C2042,O11485,How do I initiate a return for O11485? It arrived damaged.,chat,2026-05-08 08:09:00,Resolved
T7340,C2287,,Is the smartwatch compatible with international chargers?,email,2026-04-03 15:57:00,Resolved
T7341,C2401,O11491,My order O11491 shows delivered but I never received it.,chat,2025-06-12 20:56:00,Escalated
T7342,C2172,O10310,This is the third time I've contacted support about order O10310 and no one has resolved it. Extremely frustrated.,email,2026-01-07 21:17:00,Escalated
T7343,C2222,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,chat,2025-07-03 11:45:00,Escalated
T7344,C2153,,How do I use my loyalty points on my next purchase?,email,2025-08-11 13:51:00,Resolved
T7345,C2408,,How do I use my loyalty points on my next purchase?,chat,2025-10-12 16:03:00,Resolved
T7346,C2027,O10909,"I was charged twice for order O10909, please refund the extra charge.",email,2025-11-08 13:28:00,Resolved
T7347,C2180,O10745,Can you tell me the current status of order O10745? Tracking hasn't updated in 3 days.,chat,2025-01-07 10:46:00,Resolved
T7348,C2304,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,phone-transcribed,2025-02-25 09:02:00,Resolved
T7349,C2358,O11496,I returned an item two weeks ago and still haven't received my refund. Order O11496.,email,2026-02-17 09:56:00,Open
T7350,C2042,O10947,Can you tell me the current status of order O10947? Tracking hasn't updated in 3 days.,chat,2026-03-06 08:09:00,Resolved
T7351,C2151,O10911,Can I change the delivery address for order O10911? It hasn't shipped yet.,chat,2025-08-29 10:10:00,Resolved
T7352,C2207,O11271,Can I change the delivery address for order O11271? It hasn't shipped yet.,phone-transcribed,2026-04-09 21:58:00,Escalated
T7353,C2357,O11397,Can you tell me the current status of order O11397? Tracking hasn't updated in 3 days.,phone-transcribed,2026-05-14 18:08:00,Open
T7354,C2160,O11158,My order O11158 shows delivered but I never received it.,phone-transcribed,2025-12-05 08:10:00,Escalated
T7355,C2388,O11432,My order O11432 shows delivered but I never received it.,chat,2025-11-19 13:13:00,Escalated
T7356,C2093,,How do I use my loyalty points on my next purchase?,chat,2026-02-16 13:02:00,Resolved
T7357,C2022,O11008,This is the third time I've contacted support about order O11008 and no one has resolved it. Extremely frustrated.,email,2025-08-18 11:54:00,Open
T7358,C2304,O10101,My payment failed but the amount was deducted from my account. Order O10101 shows as unpaid.,email,2025-07-27 18:23:00,Resolved
T7359,C2118,,Is the headphones compatible with international chargers?,chat,2026-02-08 12:43:00,Resolved
T7360,C2155,O11477,My order O11477 shows delivered but I never received it.,chat,2026-02-05 09:00:00,Resolved
T7361,C2064,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,chat,2025-06-26 19:48:00,Resolved
T7362,C2036,O10614,My payment failed but the amount was deducted from my account. Order O10614 shows as unpaid.,phone-transcribed,2025-12-29 13:56:00,Resolved
T7363,C2089,O10735,My payment failed but the amount was deducted from my account. Order O10735 shows as unpaid.,email,2025-04-05 13:43:00,Resolved
T7364,C2075,O10144,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,chat,2026-06-28 17:36:00,Open
T7365,C2009,O11169,"I lost my invoice, can I still claim warranty on order O11169?",phone-transcribed,2025-01-13 08:04:00,Resolved
T7366,C2367,O10977,"I was charged twice for order O10977, please refund the extra charge.",chat,2025-11-29 11:30:00,Resolved
T7367,C2355,O10446,Is the smartwatch compatible with international chargers?,email,2025-04-24 12:37:00,Resolved
T7368,C2191,O10460,This is the third time I've contacted support about order O10460 and no one has resolved it. Extremely frustrated.,chat,2026-02-17 15:24:00,Escalated
T7369,C2433,O10684,"I want to return my order O10684, the item doesn't fit properly.",chat,2025-07-30 18:22:00,Resolved
T7370,C2037,O10435,"I was charged twice for order O10435, please refund the extra charge.",chat,2025-11-29 14:11:00,Resolved
T7371,C2235,O10521,My payment failed but the amount was deducted from my account. Order O10521 shows as unpaid.,email,2026-02-04 10:42:00,Escalated
T7372,C2359,O10306,My order O10306 shows delivered but I never received it.,email,2026-05-19 13:54:00,Open
T7373,C2007,O10065,Can I change the delivery address for order O10065? It hasn't shipped yet.,email,2025-09-11 21:43:00,Open
T7374,C2125,,Where is my order? It was supposed to arrive by now and I haven't gotten any updates.,email,2025-08-08 08:09:00,Resolved
T7375,C2059,O10786,Can you tell me the current status of order O10786? Tracking hasn't updated in 3 days.,chat,2025-07-03 17:59:00,Open
T7376,C2347,O10934,"My product from order O10934 stopped working, is it still under warranty?",email,2025-08-04 16:50:00,Escalated
T7377,C2230,O11158,"My product from order O11158 stopped working, is it still under warranty?",chat,2025-06-20 19:37:00,Resolved
T7378,C2159,O10809,"I want to return my order O10809, the item doesn't fit properly.",chat,2025-03-09 14:42:00,Resolved
T7379,C2091,O10017,My order O10017 shows delivered but I never received it.,chat,2026-01-13 16:11:00,Open
T7380,C2236,O10050,"I was charged twice for order O10050, please refund the extra charge.",chat,2026-02-28 09:05:00,Escalated
T7381,C2431,O10462,"I want to return my order O10462, the item doesn't fit properly.",chat,2026-06-22 19:10:00,Open
T7382,C2407,,Does this product come in a larger size? I'm considering ordering it.,chat,2026-06-22 20:07:00,Resolved
T7383,C2250,O10008,Can I change the delivery address for order O10008? It hasn't shipped yet.,email,2025-01-11 09:49:00,Open
T7384,C2223,O11096,How do I initiate a return for O11096? It arrived damaged.,chat,2025-09-23 09:46:00,Resolved
T7385,C2160,,Does this product come in a larger size? I'm considering ordering it.,chat,2025-10-14 09:24:00,Resolved
T7386,C2022,O10103,Can I change the delivery address for order O10103? It hasn't shipped yet.,phone-transcribed,2025-05-14 16:48:00,Resolved
T7387,C2309,O10442,This is the third time I've contacted support about order O10442 and no one has resolved it. Extremely frustrated.,email,2025-10-03 17:09:00,Resolved
T7388,C2297,O10353,"I was charged twice for order O10353, please refund the extra charge.",chat,2025-11-22 21:03:00,Resolved
T7389,C2263,O10344,"I want to return my order O10344, the item doesn't fit properly.",chat,2025-06-02 10:35:00,Resolved
T7390,C2150,O10261,My payment failed but the amount was deducted from my account. Order O10261 shows as unpaid.,chat,2025-09-22 08:16:00,Open
T7391,C2142,O10570,"I was charged twice for order O10570, please refund the extra charge.",email,2026-06-22 19:07:00,Open
T7392,C2184,,Does this product come in a larger size? I'm considering ordering it.,email,2025-04-23 10:47:00,Resolved
T7393,C2006,O10073,"I want to return my order O10073, the item doesn't fit properly.",phone-transcribed,2026-02-07 19:44:00,Open
T7394,C2436,O10267,"I want to return my order O10267, the item doesn't fit properly.",chat,2025-10-08 19:56:00,Open
T7395,C2190,O10397,Can I change the delivery address for order O10397? It hasn't shipped yet.,phone-transcribed,2025-11-17 16:05:00,Resolved
T7396,C2024,O10519,"I lost my invoice, can I still claim warranty on order O10519?",chat,2025-03-26 21:03:00,Resolved
T7397,C2406,O10901,Does this product come in a larger size? I'm considering ordering it.,chat,2026-05-07 17:06:00,Resolved
T7398,C2114,O10145,"I want to return my order O10145, the item doesn't fit properly.",email,2026-03-06 09:26:00,Resolved
T7399,C2416,,Is the headphones compatible with international chargers?,chat,2025-08-29 21:38:00,Open
