product_id,sku,product_name,description,category,sub_category,brand,price,stock_status,avg_rating
P1122,SKU-APP-1122,Loomwear Max T-Shirt,"Loomwear Max T-Shirt is made from soft brushed fleece, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,T-Shirts,Loomwear,486.11,In Stock,4.2
P1123,SKU-APP-1123,Mono Studio Premium T-Shirt,"Mono Studio Premium T-Shirt is made from breathable stretch fabric, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,T-Shirts,Mono Studio,1842.26,In Stock,3.3
P1124,SKU-APP-1124,Fieldstitch Essential T-Shirt,"Fieldstitch Essential T-Shirt is made from breathable stretch fabric, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,T-Shirts,Fieldstitch,3641.54,In Stock,4.8
P1125,SKU-APP-1125,Urbanknit Essential T-Shirt,"Urbanknit Essential T-Shirt is made from soft brushed fleece, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,T-Shirts,Urbanknit,592.51,In Stock,3.1
P1126,SKU-APP-1126,Urbanknit Everyday Jean,"Urbanknit Everyday Jean is made from breathable stretch fabric, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Urbanknit,3480.24,Out of Stock,4.9
P1127,SKU-APP-1127,Urbanknit Premium Jean,"Urbanknit Premium Jean is made from 100% cotton, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Urbanknit,3402.31,In Stock,4.6
P1128,SKU-APP-1128,Loomwear Premium Jean,"Loomwear Premium Jean is made from 100% cotton, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Loomwear,4023.62,In Stock,3.8
P1129,SKU-APP-1129,Urbanknit Urban Jean,"Urbanknit Urban Jean is made from breathable stretch fabric, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Urbanknit,2551.9,In Stock,4.4
P1130,SKU-APP-1130,Urbanknit Active Jean,"Urbanknit Active Jean is made from 100% cotton, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Urbanknit,4337.27,Out of Stock,2.8
P1131,SKU-APP-1131,Everly & Co Max Jean,"Everly & Co Max Jean is made from breathable stretch fabric, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Everly & Co,2453.98,In Stock,3.7
P1132,SKU-APP-1132,Mono Studio Signature Jean,"Mono Studio Signature Jean is made from a cotton-poly blend, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Jeans,Mono Studio,3940.27,Out of Stock,3.6
P1133,SKU-APP-1133,Mono Studio Studio Jacket,"Mono Studio Studio Jacket is made from 100% cotton, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Mono Studio,4196.78,In Stock,3.9
P1134,SKU-APP-1134,Loomwear Studio Jacket,"Loomwear Studio Jacket is made from a cotton-poly blend, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Loomwear,1343.85,In Stock,4.5
P1135,SKU-APP-1135,Loomwear Premium Jacket,"Loomwear Premium Jacket is made from breathable stretch fabric, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Loomwear,1569.5,In Stock,3.7
P1136,SKU-APP-1136,Urbanknit Studio Jacket,"Urbanknit Studio Jacket is made from soft brushed fleece, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Urbanknit,4899.33,In Stock,3.9
P1137,SKU-APP-1137,Mono Studio Lite Jacket,"Mono Studio Lite Jacket is made from soft brushed fleece, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Mono Studio,3747.15,In Stock,3.4
P1138,SKU-APP-1138,Loomwear Everyday Jacket,"Loomwear Everyday Jacket is made from 100% cotton, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Loomwear,4122.6,In Stock,3.6
P1139,SKU-APP-1139,Urbanknit Urban Jacket,"Urbanknit Urban Jacket is made from breathable stretch fabric, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Urbanknit,1398.44,Out of Stock,3.9
P1140,SKU-APP-1140,Everly & Co Essential Jacket,"Everly & Co Essential Jacket is made from breathable stretch fabric, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Everly & Co,1664.71,In Stock,3.6
P1141,SKU-APP-1141,Mono Studio Classic Jacket,"Mono Studio Classic Jacket is made from soft brushed fleece, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Jackets,Mono Studio,1507.45,In Stock,3.5
P1142,SKU-APP-1142,Everly & Co Compact Dresse,"Everly & Co Compact Dresse is made from 100% cotton, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Dresses,Everly & Co,824.33,In Stock,4.7
P1143,SKU-APP-1143,Fieldstitch Everyday Dresse,"Fieldstitch Everyday Dresse is made from a cotton-poly blend, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Dresses,Fieldstitch,1373.32,In Stock,3.6
P1144,SKU-APP-1144,Fieldstitch Compact Dresse,"Fieldstitch Compact Dresse is made from breathable stretch fabric, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Dresses,Fieldstitch,2757.96,In Stock,4.4
P1145,SKU-APP-1145,Loomwear Essential Dresse,"Loomwear Essential Dresse is made from breathable stretch fabric, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Dresses,Loomwear,2944.23,In Stock,4.8
P1146,SKU-APP-1146,Fieldstitch Essential Dresse,"Fieldstitch Essential Dresse is made from a cotton-poly blend, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Dresses,Fieldstitch,3910.46,In Stock,4.6
P1147,SKU-APP-1147,Loomwear Everyday Dresse,"Loomwear Everyday Dresse is made from soft brushed fleece, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Dresses,Loomwear,2296.0,In Stock,2.8
P1148,SKU-APP-1148,Loomwear Everyday Activewear,"Loomwear Everyday Activewear is made from 100% cotton, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Loomwear,2834.32,In Stock,3.3
P1149,SKU-APP-1149,Fieldstitch Essential Activewear,"Fieldstitch Essential Activewear is made from a cotton-poly blend, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Fieldstitch,4055.71,In Stock,3.6
P1150,SKU-APP-1150,Everly & Co Everyday Activewear,"Everly & Co Everyday Activewear is made from breathable stretch fabric, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Everly & Co,3328.04,Out of Stock,4.3
P1151,SKU-APP-1151,Mono Studio Classic Activewear,"Mono Studio Classic Activewear is made from 100% cotton, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Mono Studio,1646.04,In Stock,4.0
P1152,SKU-APP-1152,Mono Studio Premium Activewear,"Mono Studio Premium Activewear is made from breathable stretch fabric, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Mono Studio,3513.36,In Stock,3.5
P1153,SKU-APP-1153,Mono Studio Active Activewear,"Mono Studio Active Activewear is made from breathable stretch fabric, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Mono Studio,2223.83,In Stock,3.6
P1154,SKU-APP-1154,Mono Studio Essential Activewear,"Mono Studio Essential Activewear is made from a cotton-poly blend, ideal for light workouts. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Mono Studio,4070.05,In Stock,4.8
P1155,SKU-APP-1155,Everly & Co Compact Activewear,"Everly & Co Compact Activewear is made from soft brushed fleece, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Everly & Co,3901.19,In Stock,4.1
P1156,SKU-APP-1156,Fieldstitch Premium Activewear,"Fieldstitch Premium Activewear is made from soft brushed fleece, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Activewear,Fieldstitch,455.77,In Stock,3.1
P1157,SKU-APP-1157,Everly & Co Essential Sweater,"Everly & Co Essential Sweater is made from soft brushed fleece, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Everly & Co,2336.07,In Stock,4.8
P1158,SKU-APP-1158,Fieldstitch Active Sweater,"Fieldstitch Active Sweater is made from breathable stretch fabric, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Fieldstitch,2146.49,Out of Stock,4.8
P1159,SKU-APP-1159,Fieldstitch Signature Sweater,"Fieldstitch Signature Sweater is made from soft brushed fleece, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Fieldstitch,3595.81,Out of Stock,3.2
P1160,SKU-APP-1160,Mono Studio Everyday Sweater,"Mono Studio Everyday Sweater is made from soft brushed fleece, ideal for layering. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Mono Studio,4782.82,In Stock,4.3
P1161,SKU-APP-1161,Everly & Co Pro Sweater,"Everly & Co Pro Sweater is made from 100% cotton, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Everly & Co,2464.71,In Stock,3.5
P1162,SKU-APP-1162,Mono Studio Everyday Sweater,"Mono Studio Everyday Sweater is made from 100% cotton, ideal for casual outings. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Mono Studio,2989.81,In Stock,3.8
P1163,SKU-APP-1163,Mono Studio Signature Sweater,"Mono Studio Signature Sweater is made from 100% cotton, ideal for everyday wear. Machine washable and available in multiple sizes and colors.",Apparel,Sweaters,Mono Studio,2701.14,In Stock,4.4
P1164,SKU-HOM-1164,Domicil Classic Blender,"The Domicil Classic Blender is built for daily use, with easy-clean surfaces. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Blenders,Domicil,1719.29,In Stock,4.8
P1165,SKU-HOM-1165,Kitchro Urban Blender,"The Kitchro Urban Blender is built for busy households, with a durable build. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Blenders,Kitchro,2679.67,In Stock,4.1
P1166,SKU-HOM-1166,Kitchro Classic Blender,"The Kitchro Classic Blender is built for busy households, with energy-efficient operation. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Blenders,Kitchro,7901.54,In Stock,3.0
P1167,SKU-HOM-1167,Warmnest Urban Blender,"The Warmnest Urban Blender is built for busy households, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Blenders,Warmnest,12572.95,In Stock,4.2
P1168,SKU-HOM-1168,Domicil Pro Blender,"The Domicil Pro Blender is built for modern homes, with compact storage. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Blenders,Domicil,3481.16,In Stock,4.3
P1169,SKU-HOM-1169,Kitchro Urban Blender,"The Kitchro Urban Blender is built for small kitchens, with a durable build. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Blenders,Kitchro,2584.82,In Stock,3.6
P1170,SKU-HOM-1170,Clearview Home Urban Blender,"The Clearview Home Urban Blender is built for busy households, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Blenders,Clearview Home,8662.37,In Stock,3.9
P1171,SKU-HOM-1171,Kitchro Classic Blender,"The Kitchro Classic Blender is built for modern homes, with compact storage. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Blenders,Kitchro,7569.63,In Stock,4.5
P1172,SKU-HOM-1172,Kitchro Essential Blender,"The Kitchro Essential Blender is built for busy households, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Blenders,Kitchro,11434.12,In Stock,3.7
P1173,SKU-HOM-1173,Kitchro Max Air Fryer,"The Kitchro Max Air Fryer is built for daily use, with easy-clean surfaces. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Air Fryers,Kitchro,10567.01,Out of Stock,4.4
P1174,SKU-HOM-1174,Havenly Essential Air Fryer,"The Havenly Essential Air Fryer is built for busy households, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Air Fryers,Havenly,11337.09,In Stock,3.7
P1175,SKU-HOM-1175,Havenly Premium Air Fryer,"The Havenly Premium Air Fryer is built for modern homes, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Air Fryers,Havenly,6944.17,In Stock,3.6
P1176,SKU-HOM-1176,Warmnest Max Air Fryer,"The Warmnest Max Air Fryer is built for small kitchens, with a durable build. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Air Fryers,Warmnest,6682.94,In Stock,4.6
P1177,SKU-HOM-1177,Warmnest Classic Air Fryer,"The Warmnest Classic Air Fryer is built for daily use, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Air Fryers,Warmnest,507.45,In Stock,4.2
P1178,SKU-HOM-1178,Havenly Premium Air Fryer,"The Havenly Premium Air Fryer is built for small kitchens, with compact storage. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Air Fryers,Havenly,8319.05,In Stock,4.2
P1179,SKU-HOM-1179,Havenly Everyday Air Fryer,"The Havenly Everyday Air Fryer is built for small kitchens, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Air Fryers,Havenly,9193.96,In Stock,3.4
P1180,SKU-HOM-1180,Kitchro Studio Cookware Set,"The Kitchro Studio Cookware Set is built for busy households, with a durable build. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Kitchro,12910.75,In Stock,4.6
P1181,SKU-HOM-1181,Havenly Pro Cookware Set,"The Havenly Pro Cookware Set is built for daily use, with easy-clean surfaces. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Havenly,2249.16,In Stock,4.1
P1182,SKU-HOM-1182,Clearview Home Essential Cookware Set,"The Clearview Home Essential Cookware Set is built for small kitchens, with compact storage. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Clearview Home,10236.12,In Stock,3.3
P1183,SKU-HOM-1183,Clearview Home Pro Cookware Set,"The Clearview Home Pro Cookware Set is built for busy households, with a durable build. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Clearview Home,7102.58,In Stock,2.9
P1184,SKU-HOM-1184,Domicil Max Cookware Set,"The Domicil Max Cookware Set is built for busy households, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Domicil,996.84,In Stock,3.9
P1185,SKU-HOM-1185,Kitchro Lite Cookware Set,"The Kitchro Lite Cookware Set is built for busy households, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Kitchro,7203.88,In Stock,4.1
P1186,SKU-HOM-1186,Havenly Essential Cookware Set,"The Havenly Essential Cookware Set is built for modern homes, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Havenly,8824.99,In Stock,4.5
P1187,SKU-HOM-1187,Domicil Lite Cookware Set,"The Domicil Lite Cookware Set is built for daily use, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Domicil,5147.37,In Stock,3.6
P1188,SKU-HOM-1188,Warmnest Active Cookware Set,"The Warmnest Active Cookware Set is built for small kitchens, with compact storage. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Cookware Sets,Warmnest,2585.02,In Stock,3.6
P1189,SKU-HOM-1189,Kitchro Everyday Bedsheet,"The Kitchro Everyday Bedsheet is built for small kitchens, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Bedsheets,Kitchro,7409.81,In Stock,4.7
P1190,SKU-HOM-1190,Kitchro Max Bedsheet,"The Kitchro Max Bedsheet is built for modern homes, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Bedsheets,Kitchro,10553.23,In Stock,4.0
P1191,SKU-HOM-1191,Domicil Signature Bedsheet,"The Domicil Signature Bedsheet is built for small kitchens, with a durable build. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Bedsheets,Domicil,8282.97,In Stock,3.5
P1192,SKU-HOM-1192,Havenly Compact Bedsheet,"The Havenly Compact Bedsheet is built for modern homes, with easy-clean surfaces. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Bedsheets,Havenly,517.28,In Stock,3.0
P1193,SKU-HOM-1193,Kitchro Urban Bedsheet,"The Kitchro Urban Bedsheet is built for small kitchens, with a durable build. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Bedsheets,Kitchro,5662.21,Out of Stock,3.3
P1194,SKU-HOM-1194,Domicil Compact Bedsheet,"The Domicil Compact Bedsheet is built for busy households, with easy-clean surfaces. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Bedsheets,Domicil,12074.52,In Stock,3.7
P1195,SKU-HOM-1195,Domicil Premium Bedsheet,"The Domicil Premium Bedsheet is built for busy households, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Bedsheets,Domicil,2008.21,In Stock,2.9
P1196,SKU-HOM-1196,Kitchro Pro Vacuum Cleaner,"The Kitchro Pro Vacuum Cleaner is built for modern homes, with a durable build. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Kitchro,9388.47,In Stock,3.3
P1197,SKU-HOM-1197,Warmnest Pro Vacuum Cleaner,"The Warmnest Pro Vacuum Cleaner is built for daily use, with easy-clean surfaces. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Warmnest,10547.71,In Stock,4.7
P1198,SKU-HOM-1198,Havenly Everyday Vacuum Cleaner,"The Havenly Everyday Vacuum Cleaner is built for small kitchens, with compact storage. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Havenly,12963.52,In Stock,4.3
P1199,SKU-HOM-1199,Warmnest Everyday Vacuum Cleaner,"The Warmnest Everyday Vacuum Cleaner is built for busy households, with easy-clean surfaces. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Warmnest,5283.12,In Stock,3.3
P1200,SKU-HOM-1200,Domicil Classic Vacuum Cleaner,"The Domicil Classic Vacuum Cleaner is built for busy households, with compact storage. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Domicil,5648.9,Out of Stock,3.9
P1201,SKU-HOM-1201,Havenly Premium Vacuum Cleaner,"The Havenly Premium Vacuum Cleaner is built for daily use, with compact storage. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Havenly,10272.95,In Stock,3.3
P1202,SKU-HOM-1202,Domicil Everyday Vacuum Cleaner,"The Domicil Everyday Vacuum Cleaner is built for daily use, with easy-clean surfaces. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Domicil,10607.17,In Stock,4.9
P1203,SKU-HOM-1203,Warmnest Compact Vacuum Cleaner,"The Warmnest Compact Vacuum Cleaner is built for busy households, with compact storage. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Vacuum Cleaners,Warmnest,12189.08,In Stock,3.2
P1204,SKU-HOM-1204,Havenly Everyday Lamp,"The Havenly Everyday Lamp is built for daily use, with compact storage. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Lamps,Havenly,3406.79,In Stock,3.1
P1205,SKU-HOM-1205,Kitchro Pro Lamp,"The Kitchro Pro Lamp is built for busy households, with compact storage. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Lamps,Kitchro,11080.01,Out of Stock,4.5
P1206,SKU-HOM-1206,Warmnest Studio Lamp,"The Warmnest Studio Lamp is built for daily use, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Lamps,Warmnest,4465.04,In Stock,2.8
P1207,SKU-HOM-1207,Clearview Home Premium Lamp,"The Clearview Home Premium Lamp is built for busy households, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Lamps,Clearview Home,11133.46,In Stock,3.5
P1208,SKU-HOM-1208,Domicil Lite Lamp,"The Domicil Lite Lamp is built for daily use, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Lamps,Domicil,8451.33,In Stock,2.9
P1209,SKU-HOM-1209,Warmnest Signature Lamp,"The Warmnest Signature Lamp is built for modern homes, with compact storage. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Lamps,Warmnest,5744.67,In Stock,4.5
P1210,SKU-HOM-1210,Domicil Everyday Storage Bin,"The Domicil Everyday Storage Bin is built for daily use, with a durable build. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Storage Bins,Domicil,4482.96,In Stock,4.8
P1211,SKU-HOM-1211,Kitchro Active Storage Bin,"The Kitchro Active Storage Bin is built for daily use, with energy-efficient operation. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Storage Bins,Kitchro,11620.92,In Stock,3.6
P1212,SKU-HOM-1212,Clearview Home Classic Storage Bin,"The Clearview Home Classic Storage Bin is built for small kitchens, with easy-clean surfaces. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Storage Bins,Clearview Home,2418.87,In Stock,3.4
P1213,SKU-HOM-1213,Havenly Classic Storage Bin,"The Havenly Classic Storage Bin is built for daily use, with a durable build. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Storage Bins,Havenly,11046.11,In Stock,2.9
P1214,SKU-HOM-1214,Warmnest Classic Storage Bin,"The Warmnest Classic Storage Bin is built for busy households, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Storage Bins,Warmnest,3791.51,In Stock,3.7
P1215,SKU-HOM-1215,Clearview Home Studio Storage Bin,"The Clearview Home Studio Storage Bin is built for busy households, with easy-clean surfaces. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Storage Bins,Clearview Home,11335.18,In Stock,4.9
P1216,SKU-HOM-1216,Kitchro Lite Coffee Maker,"The Kitchro Lite Coffee Maker is built for modern homes, with a durable build. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Kitchro,1032.45,In Stock,3.4
P1217,SKU-HOM-1217,Warmnest Everyday Coffee Maker,"The Warmnest Everyday Coffee Maker is built for small kitchens, with easy-clean surfaces. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Warmnest,10330.88,In Stock,4.5
P1218,SKU-HOM-1218,Clearview Home Compact Coffee Maker,"The Clearview Home Compact Coffee Maker is built for busy households, with a durable build. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Clearview Home,11472.67,In Stock,4.6
P1219,SKU-HOM-1219,Kitchro Everyday Coffee Maker,"The Kitchro Everyday Coffee Maker is built for small kitchens, with compact storage. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Kitchro,9820.87,In Stock,4.4
P1220,SKU-HOM-1220,Domicil Essential Coffee Maker,"The Domicil Essential Coffee Maker is built for small kitchens, with compact storage. Comes with a 12-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Domicil,9608.99,In Stock,3.9
P1221,SKU-HOM-1221,Kitchro Urban Coffee Maker,"The Kitchro Urban Coffee Maker is built for small kitchens, with energy-efficient operation. Comes with a 24-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Kitchro,11490.66,In Stock,3.6
P1222,SKU-HOM-1222,Warmnest Urban Coffee Maker,"The Warmnest Urban Coffee Maker is built for modern homes, with energy-efficient operation. Comes with a 18-month warranty on manufacturing defects.",Home Goods,Coffee Makers,Warmnest,5460.78,In Stock,4.7
