order_id,customer_id,product_id,category,price,discount_pct,order_date,delivery_days,payment_method,is_returned,return_reason
O10340,C2121,P1183,Home Goods,6392.32,10,2026-02-25,7,card,1,Stopped working after light use
O10341,C2360,P1095,Footwear,6028.12,0,2026-05-09,3,netbanking,1,Sole started peeling within a week
O10342,C2439,P1193,Home Goods,4529.77,20,2026-04-22,1,UPI,0,
O10343,C2322,P1190,Home Goods,8970.25,15,2025-03-21,4,wallet,0,
O10344,C2296,P1080,Footwear,1110.81,10,2025-12-18,4,UPI,0,
O10345,C2293,P1188,Home Goods,2585.02,0,2025-12-28,4,netbanking,0,
O10346,C2148,P1043,Electronics,16336.83,0,2025-11-08,4,card,0,
O10347,C2086,P1147,Apparel,2296.0,0,2025-10-26,1,COD,0,
O10348,C2146,P1125,Apparel,592.51,0,2026-06-02,7,card,0,
O10349,C2140,P1220,Home Goods,9608.99,0,2025-04-25,6,UPI,0,
O10350,C2378,P1039,Electronics,13789.25,15,2026-01-14,5,wallet,0,
O10351,C2409,P1136,Apparel,3919.46,20,2025-12-18,2,netbanking,0,
O10352,C2304,P1211,Home Goods,11620.92,0,2026-05-23,4,UPI,0,
O10353,C2371,P1164,Home Goods,1719.29,0,2025-12-20,2,card,0,
O10354,C2419,P1030,Electronics,10690.62,0,2026-04-21,3,wallet,0,
O10355,C2272,P1060,Electronics,4639.94,5,2026-02-04,5,UPI,1,Item arrived with a cracked screen
O10356,C2006,P1074,Footwear,3474.15,25,2026-04-05,3,UPI,0,
O10357,C2049,P1137,Apparel,3372.43,10,2026-03-19,5,UPI,0,
O10358,C2139,P1086,Footwear,5452.01,0,2025-04-11,4,UPI,0,
O10359,C2123,P1188,Home Goods,2197.27,15,2025-07-19,7,UPI,0,
O10360,C2092,P1081,Footwear,3066.71,10,2025-01-09,4,card,1,Color different from photos
O10361,C2179,P1057,Electronics,18173.49,15,2025-09-15,4,card,1,Item stopped working after a few days
O10362,C2029,P1153,Apparel,1890.26,15,2025-08-11,7,wallet,1,Changed my mind after purchase
O10363,C2066,P1097,Footwear,5044.75,15,2025-07-09,3,COD,0,
O10364,C2129,P1076,Footwear,5120.41,5,2025-03-19,1,card,0,
O10365,C2341,P1198,Home Goods,10370.82,20,2025-09-21,1,card,1,Item arrived damaged
O10366,C2195,P1100,Footwear,5666.68,0,2025-03-03,4,card,1,Uncomfortable fit
O10367,C2312,P1101,Footwear,5589.0,0,2026-05-19,8,card,0,
O10368,C2220,P1056,Electronics,11956.84,10,2025-04-19,7,card,1,Did not match product description
O10369,C2372,P1065,Electronics,27668.11,20,2025-01-20,2,COD,1,Changed my mind after purchase
O10370,C2000,P1010,Electronics,5611.95,15,2025-09-30,5,UPI,1,Changed my mind after purchase
O10371,C2394,P1126,Apparel,3306.23,5,2026-02-18,6,COD,0,
O10372,C2402,P1018,Electronics,38511.57,10,2025-01-04,1,COD,1,Did not match product description
O10373,C2183,P1086,Footwear,4634.21,15,2026-02-15,6,card,0,
O10374,C2331,P1024,Electronics,1775.2,5,2025-12-15,6,COD,0,
O10375,C2090,P1142,Apparel,824.33,0,2026-01-29,5,wallet,0,
O10376,C2199,P1028,Electronics,18706.16,10,2026-01-03,1,UPI,1,Item stopped working after a few days
O10377,C2098,P1007,Electronics,33762.72,15,2025-09-02,4,UPI,1,Did not match product description
O10378,C2329,P1079,Footwear,5098.75,5,2026-04-06,4,card,0,
O10379,C2369,P1011,Electronics,3508.32,5,2025-08-05,4,COD,0,
O10380,C2234,P1174,Home Goods,8502.82,25,2025-06-02,4,card,0,
O10381,C2250,P1168,Home Goods,3481.16,0,2025-02-16,2,card,0,
O10382,C2007,P1045,Electronics,23229.75,10,2025-11-11,4,UPI,0,
O10383,C2032,P1210,Home Goods,3586.37,20,2025-04-27,3,UPI,0,
O10384,C2112,P1017,Electronics,21572.91,20,2026-03-13,2,wallet,0,
O10385,C2061,P1176,Home Goods,6014.65,10,2025-05-21,8,card,0,
O10386,C2109,P1196,Home Goods,9388.47,0,2025-06-27,3,card,0,
O10387,C2356,P1095,Footwear,5425.31,10,2026-03-26,5,card,0,
O10388,C2068,P1026,Electronics,26653.79,20,2026-01-21,4,UPI,1,Received a different model than ordered
O10389,C2045,P1181,Home Goods,1911.79,15,2025-10-18,4,UPI,0,
O10390,C2395,P1122,Apparel,413.19,15,2025-07-31,5,UPI,0,
O10391,C2089,P1157,Apparel,1985.66,15,2025-07-04,5,wallet,0,
O10392,C2045,P1161,Apparel,1971.77,20,2025-11-05,4,card,1,Changed my mind after purchase
O10393,C2048,P1159,Apparel,3416.02,5,2026-06-04,4,card,0,
O10394,C2337,P1054,Electronics,40613.27,0,2025-07-18,5,COD,0,
O10395,C2254,P1046,Electronics,37958.63,0,2025-02-14,5,card,0,
O10396,C2107,P1112,Footwear,1777.56,0,2026-04-10,7,COD,1,Wrong size received
O10397,C2248,P1132,Apparel,3940.27,0,2025-08-29,5,wallet,0,
O10398,C2166,P1108,Footwear,6794.64,0,2025-11-30,4,card,0,
O10399,C2211,P1052,Electronics,18293.51,5,2025-08-14,5,card,0,
O10400,C2027,P1112,Footwear,1777.56,0,2026-04-11,5,UPI,0,
O10401,C2183,P1070,Electronics,30756.15,0,2025-05-11,6,card,0,
O10402,C2143,P1035,Electronics,30766.59,0,2026-04-22,3,card,0,
O10403,C2309,P1041,Electronics,18513.32,20,2025-06-24,4,UPI,0,
O10404,C2117,P1023,Electronics,37861.96,5,2026-06-19,1,UPI,0,
O10405,C2142,P1004,Electronics,33969.45,15,2025-09-10,4,card,0,
O10406,C2113,P1152,Apparel,2635.02,25,2025-01-06,3,netbanking,0,
O10407,C2258,P1009,Electronics,26477.73,5,2026-02-08,4,UPI,0,
O10408,C2420,P1026,Electronics,31651.38,5,2025-09-04,7,wallet,0,
O10409,C2111,P1034,Electronics,21723.62,5,2025-09-02,6,UPI,1,Item arrived with a cracked screen
O10410,C2342,P1079,Footwear,5367.11,0,2026-04-16,6,card,0,
O10411,C2395,P1036,Electronics,9151.25,25,2026-02-20,1,card,0,
O10412,C2320,P1119,Apparel,516.29,15,2025-01-02,5,COD,0,
O10413,C2016,P1076,Footwear,5120.41,5,2025-10-04,3,wallet,0,
O10414,C2294,P1204,Home Goods,3406.79,0,2025-03-24,3,COD,0,
O10415,C2345,P1094,Footwear,4999.44,25,2025-04-24,3,UPI,0,
O10416,C2020,P1094,Footwear,6332.62,5,2025-03-10,1,card,0,
O10417,C2276,P1030,Electronics,9621.56,10,2025-08-03,3,COD,0,
O10418,C2164,P1091,Footwear,2304.06,25,2026-05-31,3,card,0,
O10419,C2248,P1129,Apparel,2296.71,10,2025-05-06,2,UPI,0,
O10420,C2422,P1137,Apparel,2810.36,25,2026-04-08,1,COD,0,
O10421,C2033,P1049,Electronics,27851.65,25,2026-04-14,1,card,0,
O10422,C2091,P1074,Footwear,3242.54,30,2025-03-20,5,wallet,0,
O10423,C2447,P1053,Electronics,34277.14,10,2025-01-24,5,card,0,
O10424,C2277,P1034,Electronics,21723.62,5,2026-03-07,1,card,1,Received a different model than ordered
O10425,C2427,P1134,Apparel,1209.46,10,2026-02-26,5,UPI,0,
O10426,C2402,P1084,Footwear,3271.57,5,2026-06-27,5,card,1,Material quality lower than expected
O10427,C2087,P1203,Home Goods,12189.08,0,2026-05-11,2,UPI,0,
O10428,C2432,P1013,Electronics,3247.54,0,2025-10-19,3,COD,0,
O10429,C2146,P1047,Electronics,25102.24,30,2025-06-07,4,card,1,Battery drains too quickly
O10430,C2294,P1033,Electronics,36523.4,5,2026-01-14,5,card,0,
O10431,C2176,P1038,Electronics,39749.69,5,2025-06-16,7,UPI,1,Item stopped working after a few days
O10432,C2207,P1128,Apparel,3420.08,15,2026-04-15,5,netbanking,0,
O10433,C2259,P1085,Footwear,5765.68,10,2025-10-30,3,UPI,0,
O10434,C2386,P1147,Apparel,1951.6,15,2026-03-29,3,UPI,1,Changed my mind after purchase
O10435,C2059,P1079,Footwear,5367.11,0,2025-08-14,5,UPI,1,Wrong size received
O10436,C2311,P1165,Home Goods,2679.67,0,2026-06-24,5,card,1,Changed my mind after purchase
O10437,C2434,P1115,Footwear,2148.24,15,2025-03-31,9,netbanking,0,
O10438,C2251,P1082,Footwear,2489.55,10,2026-06-08,9,UPI,1,Color different from photos
O10439,C2189,P1099,Footwear,1785.13,5,2025-10-19,2,card,0,
O10440,C2228,P1144,Apparel,2757.96,0,2026-03-31,4,UPI,0,
O10441,C2372,P1109,Footwear,2526.75,15,2026-03-01,2,card,0,
O10442,C2044,P1037,Electronics,22203.96,0,2026-05-02,7,card,0,
O10443,C2302,P1194,Home Goods,11470.79,5,2025-01-07,4,UPI,0,
O10444,C2212,P1045,Electronics,23229.75,10,2025-05-21,5,card,0,
O10445,C2421,P1212,Home Goods,2418.87,0,2025-11-08,8,UPI,0,
O10446,C2114,P1007,Electronics,31776.68,20,2025-06-07,4,COD,0,
O10447,C2334,P1171,Home Goods,5677.22,25,2026-03-04,9,card,0,
O10448,C2330,P1063,Electronics,11520.7,0,2025-10-11,1,UPI,0,
O10449,C2246,P1145,Apparel,2797.02,5,2025-09-22,4,UPI,0,
O10450,C2355,P1210,Home Goods,4482.96,0,2026-06-09,4,card,0,
O10451,C2074,P1082,Footwear,2627.86,5,2025-05-19,4,UPI,1,Material quality lower than expected
O10452,C2214,P1163,Apparel,2025.86,25,2025-12-31,6,UPI,1,Fabric quality not as described
O10453,C2392,P1161,Apparel,2464.71,0,2025-04-07,5,UPI,0,
O10454,C2165,P1081,Footwear,2725.97,20,2025-11-05,4,UPI,0,
O10455,C2180,P1211,Home Goods,11620.92,0,2025-05-21,7,UPI,0,
O10456,C2248,P1106,Footwear,3533.51,0,2025-06-16,5,card,0,
O10457,C2286,P1158,Apparel,1824.52,15,2026-06-23,5,COD,0,
O10458,C2359,P1194,Home Goods,9659.62,20,2026-03-04,3,COD,0,
O10459,C2245,P1090,Footwear,5258.52,0,2026-01-07,4,card,0,
O10460,C2305,P1134,Apparel,1142.27,15,2025-12-17,5,wallet,1,Fabric quality not as described
O10461,C2438,P1178,Home Goods,8319.05,0,2025-08-21,6,card,0,
O10462,C2040,P1109,Footwear,2526.75,15,2025-04-25,7,COD,1,Wrong size received
O10463,C2016,P1204,Home Goods,2895.77,15,2025-03-02,6,UPI,0,
O10464,C2022,P1017,Electronics,26966.14,0,2025-01-11,4,COD,1,Received a different model than ordered
O10465,C2094,P1172,Home Goods,10862.41,5,2025-04-03,1,card,0,
O10466,C2142,P1149,Apparel,4055.71,0,2025-06-14,6,UPI,0,
O10467,C2034,P1026,Electronics,26653.79,20,2025-01-15,1,UPI,0,
O10468,C2144,P1044,Electronics,6875.83,25,2025-01-05,5,card,0,
O10469,C2362,P1122,Apparel,461.8,5,2025-07-09,4,UPI,0,
O10470,C2092,P1214,Home Goods,3601.93,5,2026-01-24,2,UPI,0,
O10471,C2160,P1032,Electronics,15180.34,5,2026-06-17,5,card,0,
O10472,C2360,P1074,Footwear,4168.98,10,2025-02-11,6,UPI,0,
O10473,C2376,P1080,Footwear,1049.1,15,2026-03-31,5,card,0,
O10474,C2437,P1110,Footwear,1166.24,0,2025-03-13,7,COD,0,
O10475,C2006,P1173,Home Goods,10038.66,5,2025-04-18,2,UPI,0,
O10476,C2346,P1022,Electronics,31628.41,0,2026-02-09,2,card,0,
O10477,C2086,P1017,Electronics,25617.83,5,2025-07-23,6,card,0,
O10478,C2206,P1032,Electronics,15979.31,0,2026-03-11,4,wallet,0,
O10479,C2139,P1194,Home Goods,9659.62,20,2026-02-14,2,UPI,0,
O10480,C2207,P1125,Apparel,533.26,10,2025-05-31,4,card,0,
O10481,C2321,P1035,Electronics,30766.59,0,2025-02-24,3,COD,0,
O10482,C2013,P1046,Electronics,36060.7,5,2025-12-01,6,card,1,Did not match product description
O10483,C2392,P1127,Apparel,2721.85,20,2025-07-26,7,card,0,
O10484,C2258,P1067,Electronics,38970.17,10,2025-01-19,5,UPI,0,
O10485,C2196,P1116,Footwear,1266.31,0,2026-01-21,4,UPI,1,Uncomfortable fit
O10486,C2285,P1169,Home Goods,2067.86,20,2025-11-07,5,UPI,0,
O10487,C2199,P1125,Apparel,503.63,15,2026-05-18,3,wallet,0,
O10488,C2292,P1121,Apparel,2453.0,5,2025-06-10,2,UPI,0,
O10489,C2315,P1174,Home Goods,10770.24,5,2025-10-19,4,card,1,Item arrived damaged
O10490,C2065,P1215,Home Goods,10768.42,5,2025-01-28,4,UPI,0,
O10491,C2182,P1106,Footwear,3356.83,5,2025-09-08,1,card,0,
O10492,C2303,P1022,Electronics,23721.31,25,2025-03-09,5,card,0,
O10493,C2019,P1118,Apparel,1849.77,15,2026-03-09,3,UPI,0,
O10494,C2136,P1006,Electronics,25861.11,15,2025-01-23,6,UPI,0,
O10495,C2413,P1126,Apparel,3480.24,0,2025-07-30,4,card,0,
O10496,C2391,P1171,Home Goods,7569.63,0,2025-11-03,2,UPI,0,
O10497,C2403,P1020,Electronics,8255.57,20,2025-08-08,6,card,1,Did not match product description
O10498,C2205,P1206,Home Goods,4465.04,0,2025-04-05,3,UPI,0,
O10499,C2290,P1206,Home Goods,4018.54,10,2026-03-14,1,card,0,
O10500,C2333,P1211,Home Goods,11620.92,0,2025-11-04,1,card,0,
O10501,C2319,P1132,Apparel,3743.26,5,2025-07-04,5,COD,0,
O10502,C2264,P1221,Home Goods,11490.66,0,2026-05-27,5,wallet,0,
O10503,C2326,P1137,Apparel,2997.72,20,2026-03-21,9,COD,0,
O10504,C2030,P1134,Apparel,1343.85,0,2026-04-19,5,wallet,0,
O10505,C2222,P1106,Footwear,3533.51,0,2025-03-07,5,UPI,0,
O10506,C2136,P1211,Home Goods,11620.92,0,2025-06-14,4,UPI,0,
O10507,C2098,P1008,Electronics,14065.21,0,2025-11-14,7,UPI,0,
O10508,C2223,P1109,Footwear,2675.39,10,2025-02-07,5,card,0,
O10509,C2142,P1169,Home Goods,2326.34,10,2025-02-13,6,netbanking,0,
O10510,C2010,P1015,Electronics,717.14,20,2025-03-27,3,card,0,
O10511,C2186,P1172,Home Goods,9719.0,15,2025-04-03,6,UPI,0,
O10512,C2431,P1036,Electronics,12201.67,0,2026-05-28,6,COD,0,
O10513,C2268,P1065,Electronics,32855.88,5,2025-04-03,3,card,1,Battery drains too quickly
O10514,C2168,P1214,Home Goods,3412.36,10,2026-02-04,5,COD,0,
O10515,C2054,P1045,Electronics,25810.83,0,2025-10-09,1,UPI,0,
O10516,C2301,P1015,Electronics,851.6,5,2026-01-19,4,UPI,0,
O10517,C2126,P1072,Footwear,1123.18,25,2025-05-29,3,UPI,0,
O10518,C2420,P1079,Footwear,5367.11,0,2025-02-05,6,COD,0,
O10519,C2403,P1172,Home Goods,11434.12,0,2026-01-29,1,card,0,
O10520,C2185,P1208,Home Goods,7183.63,15,2025-08-31,5,COD,0,
O10521,C2130,P1078,Footwear,4564.51,0,2025-08-30,2,card,0,
O10522,C2082,P1113,Footwear,4268.72,10,2026-02-21,4,card,0,
O10523,C2251,P1121,Apparel,2194.79,15,2025-12-07,2,wallet,0,
O10524,C2419,P1026,Electronics,26653.79,20,2025-09-25,2,UPI,0,
O10525,C2377,P1084,Footwear,3271.57,5,2025-01-29,4,COD,0,
O10526,C2094,P1162,Apparel,2840.32,5,2025-05-20,5,card,0,
O10527,C2056,P1041,Electronics,23141.65,0,2025-05-14,4,COD,0,
O10528,C2405,P1082,Footwear,2627.86,5,2025-05-17,4,COD,0,
O10529,C2101,P1022,Electronics,30046.99,5,2025-07-06,7,UPI,0,
O10530,C2427,P1147,Apparel,2296.0,0,2025-01-24,7,UPI,0,
O10531,C2236,P1051,Electronics,43774.54,0,2025-06-22,3,card,0,
O10532,C2307,P1067,Electronics,43300.19,0,2026-01-12,5,card,0,
O10533,C2395,P1117,Apparel,349.3,20,2026-05-22,6,card,0,
O10534,C2097,P1221,Home Goods,9192.53,20,2025-09-30,3,card,0,
O10535,C2307,P1056,Electronics,9299.77,30,2025-10-17,6,wallet,1,Received a different model than ordered
O10536,C2209,P1203,Home Goods,12189.08,0,2025-10-25,6,UPI,0,
O10537,C2298,P1176,Home Goods,6014.65,10,2025-03-29,4,card,0,
O10538,C2165,P1178,Home Goods,7903.1,5,2025-08-06,3,wallet,0,
O10539,C2048,P1143,Apparel,1373.32,0,2025-12-07,1,COD,0,
O10540,C2181,P1156,Apparel,341.83,25,2025-02-16,7,UPI,0,
O10541,C2343,P1095,Footwear,6028.12,0,2025-02-12,4,UPI,0,
O10542,C2257,P1127,Apparel,2551.73,25,2026-04-25,5,UPI,1,Wrong size ordered
O10543,C2160,P1012,Electronics,21725.76,30,2026-05-27,5,COD,0,
O10544,C2382,P1093,Footwear,3931.84,25,2025-10-17,5,COD,0,
O10545,C2264,P1081,Footwear,3237.09,5,2025-06-18,3,card,0,
O10546,C2391,P1039,Electronics,14600.39,10,2026-03-27,5,card,1,Battery drains too quickly
O10547,C2083,P1181,Home Goods,2136.7,5,2025-04-29,4,netbanking,0,
O10548,C2020,P1114,Footwear,2534.86,5,2026-05-12,3,wallet,0,
O10549,C2178,P1024,Electronics,1868.63,0,2025-10-18,4,card,0,
O10550,C2260,P1211,Home Goods,11620.92,0,2025-08-06,1,UPI,0,
O10551,C2213,P1020,Electronics,10319.46,0,2026-05-26,1,wallet,0,
O10552,C2013,P1073,Footwear,3046.97,15,2025-05-05,2,netbanking,0,
O10553,C2078,P1008,Electronics,14065.21,0,2026-05-07,6,UPI,0,
O10554,C2304,P1169,Home Goods,2584.82,0,2025-02-14,1,card,0,
O10555,C2375,P1205,Home Goods,9972.01,10,2025-08-05,1,COD,0,
O10556,C2144,P1083,Footwear,3461.02,20,2025-03-14,1,card,0,
O10557,C2122,P1198,Home Goods,10370.82,20,2025-04-02,3,card,0,
O10558,C2198,P1200,Home Goods,5366.45,5,2025-06-07,6,UPI,0,
O10559,C2158,P1176,Home Goods,6014.65,10,2026-01-03,6,wallet,0,
O10560,C2262,P1052,Electronics,18293.51,5,2026-02-02,1,UPI,0,
O10561,C2415,P1095,Footwear,5425.31,10,2026-03-21,4,UPI,1,Sole started peeling within a week
O10562,C2174,P1119,Apparel,516.29,15,2025-06-08,6,UPI,1,Item didn't fit as expected
O10563,C2223,P1021,Electronics,25726.98,25,2026-05-05,3,card,0,
O10564,C2350,P1077,Footwear,1081.34,20,2026-06-20,1,UPI,0,
O10565,C2262,P1028,Electronics,18706.16,10,2026-02-27,5,card,0,
O10566,C2291,P1209,Home Goods,5744.67,0,2025-09-18,1,card,0,
O10567,C2236,P1046,Electronics,30366.9,20,2026-02-07,2,card,0,
O10568,C2360,P1077,Footwear,1351.68,0,2026-04-11,4,COD,0,
O10569,C2446,P1208,Home Goods,8451.33,0,2025-07-09,2,card,0,
O10570,C2132,P1173,Home Goods,10567.01,0,2025-01-19,5,card,0,
O10571,C2354,P1104,Footwear,2706.82,20,2026-05-14,4,card,0,
O10572,C2315,P1093,Footwear,4456.08,15,2026-02-09,4,card,0,
O10573,C2417,P1005,Electronics,18439.19,15,2025-07-12,3,COD,1,Changed my mind after purchase
O10574,C2074,P1167,Home Goods,12572.95,0,2025-07-15,7,card,0,
O10575,C2059,P1043,Electronics,12252.62,25,2026-04-01,6,netbanking,0,
O10576,C2440,P1116,Footwear,1139.68,10,2025-07-26,3,UPI,0,
O10577,C2052,P1162,Apparel,2391.85,20,2026-03-19,8,netbanking,0,
O10578,C2377,P1149,Apparel,3650.14,10,2025-10-25,6,UPI,0,
O10579,C2347,P1210,Home Goods,3586.37,20,2025-08-26,5,wallet,0,
O10580,C2216,P1148,Apparel,2834.32,0,2025-03-07,4,COD,1,Changed my mind after purchase
O10581,C2330,P1089,Footwear,3792.69,5,2026-03-23,7,card,0,
O10582,C2098,P1121,Apparel,2582.11,0,2025-08-26,1,wallet,0,
O10583,C2436,P1216,Home Goods,877.58,15,2026-04-25,4,card,0,
O10584,C2364,P1100,Footwear,3966.68,30,2026-01-04,5,COD,0,
O10585,C2144,P1177,Home Goods,431.33,15,2026-05-10,1,card,0,
O10586,C2310,P1126,Apparel,3480.24,0,2026-03-02,6,card,0,
O10587,C2009,P1092,Footwear,1594.66,25,2026-01-01,3,wallet,1,Sole started peeling within a week
O10588,C2016,P1207,Home Goods,11133.46,0,2026-03-17,5,UPI,0,
O10589,C2174,P1201,Home Goods,9759.3,5,2025-02-17,5,COD,0,
O10590,C2077,P1219,Home Goods,8347.74,15,2026-06-12,3,card,0,
O10591,C2409,P1118,Apparel,1523.34,30,2025-04-24,3,netbanking,0,
O10592,C2312,P1201,Home Goods,8218.36,20,2025-04-15,4,card,0,
O10593,C2445,P1053,Electronics,28564.28,25,2025-06-10,3,wallet,0,
O10594,C2390,P1130,Apparel,4120.41,5,2025-04-12,5,COD,1,Fabric quality not as described
O10595,C2224,P1107,Footwear,3366.68,15,2025-01-07,6,card,0,
O10596,C2174,P1074,Footwear,4168.98,10,2025-03-29,4,UPI,0,
O10597,C2125,P1039,Electronics,13789.25,15,2026-06-27,7,UPI,0,
O10598,C2410,P1110,Footwear,1107.93,5,2026-02-24,8,UPI,0,
O10599,C2015,P1114,Footwear,2668.27,0,2025-01-11,1,wallet,0,
O10600,C2035,P1022,Electronics,31628.41,0,2026-02-16,5,card,0,
O10601,C2338,P1165,Home Goods,2679.67,0,2025-03-01,4,netbanking,0,
O10602,C2409,P1170,Home Goods,6496.78,25,2025-10-30,1,wallet,0,
O10603,C2369,P1191,Home Goods,8282.97,0,2025-12-19,6,card,0,
O10604,C2270,P1157,Apparel,1752.05,25,2026-02-18,3,UPI,0,
O10605,C2333,P1114,Footwear,2268.03,15,2026-02-19,4,COD,0,
O10606,C2043,P1010,Electronics,5942.06,10,2026-02-04,3,card,0,
O10607,C2145,P1055,Electronics,42954.92,0,2025-11-16,1,UPI,0,
O10608,C2081,P1006,Electronics,30424.83,0,2025-09-22,4,wallet,0,
O10609,C2056,P1188,Home Goods,2585.02,0,2026-01-17,8,card,0,
O10610,C2063,P1013,Electronics,2760.41,15,2025-05-08,1,card,0,
O10611,C2120,P1207,Home Goods,9463.44,15,2025-08-28,5,UPI,0,
O10612,C2401,P1209,Home Goods,4882.97,15,2025-05-24,3,card,0,
O10613,C2298,P1050,Electronics,5135.83,20,2026-01-05,1,UPI,1,Item arrived with a cracked screen
O10614,C2424,P1106,Footwear,3533.51,0,2025-03-05,3,card,1,Sole started peeling within a week
O10615,C2206,P1151,Apparel,1481.44,10,2026-02-09,5,COD,0,
O10616,C2325,P1109,Footwear,2080.86,30,2026-05-17,4,card,0,
O10617,C2248,P1183,Home Goods,6747.45,5,2026-06-10,2,COD,1,Missing parts/accessories
O10618,C2233,P1122,Apparel,486.11,0,2025-06-10,6,netbanking,0,
O10619,C2209,P1029,Electronics,45272.91,0,2025-10-24,3,card,1,Battery drains too quickly
O10620,C2156,P1096,Footwear,3196.66,0,2026-05-13,5,COD,0,
O10621,C2156,P1073,Footwear,3584.67,0,2026-05-16,4,card,0,
O10622,C2034,P1012,Electronics,29484.96,5,2025-11-14,1,COD,0,
O10623,C2368,P1214,Home Goods,3412.36,10,2025-05-22,2,UPI,0,
O10624,C2230,P1171,Home Goods,7191.15,5,2025-11-30,7,UPI,0,
O10625,C2202,P1087,Footwear,3505.7,10,2026-03-30,6,wallet,0,
O10626,C2443,P1043,Electronics,13886.31,15,2025-11-13,3,UPI,0,
O10627,C2316,P1139,Apparel,1258.6,10,2025-02-24,4,netbanking,0,
O10628,C2384,P1122,Apparel,437.5,10,2025-01-20,8,card,1,Fabric quality not as described
O10629,C2125,P1213,Home Goods,9389.19,15,2026-03-31,8,card,0,
O10630,C2164,P1103,Footwear,5171.61,10,2026-05-19,4,UPI,0,
O10631,C2440,P1136,Apparel,4899.33,0,2025-09-21,4,card,0,
O10632,C2277,P1044,Electronics,9167.77,0,2025-07-07,4,card,0,
O10633,C2086,P1016,Electronics,2758.89,10,2025-11-30,5,card,0,
O10634,C2152,P1100,Footwear,5666.68,0,2025-05-26,2,UPI,0,
O10635,C2061,P1014,Electronics,20828.51,0,2025-08-31,5,UPI,0,
O10636,C2197,P1030,Electronics,10690.62,0,2025-11-22,2,UPI,0,
O10637,C2119,P1005,Electronics,21693.16,0,2025-04-14,4,card,0,
O10638,C2402,P1033,Electronics,38445.68,0,2026-02-21,1,UPI,0,
O10639,C2072,P1096,Footwear,2876.99,10,2025-06-22,5,COD,0,
O10640,C2216,P1143,Apparel,1304.65,5,2025-01-02,6,UPI,0,
O10641,C2085,P1001,Electronics,13230.33,0,2026-05-09,1,card,0,
O10642,C2348,P1098,Footwear,1540.82,30,2025-08-06,2,card,0,
O10643,C2288,P1018,Electronics,42790.63,0,2026-02-09,3,wallet,0,
O10644,C2371,P1143,Apparel,961.32,30,2026-03-19,5,COD,0,
O10645,C2175,P1163,Apparel,2701.14,0,2026-04-09,7,card,0,
O10646,C2164,P1088,Footwear,4805.58,0,2025-12-03,7,UPI,1,Color different from photos
O10647,C2002,P1003,Electronics,10842.04,15,2026-02-28,4,UPI,0,
O10648,C2250,P1196,Home Goods,8919.05,5,2025-03-25,5,card,1,Stopped working after light use
O10649,C2344,P1032,Electronics,15180.34,5,2026-01-21,1,COD,0,
O10650,C2090,P1215,Home Goods,9634.9,15,2025-01-09,5,card,1,Item arrived damaged
O10651,C2388,P1072,Footwear,1272.94,15,2026-01-02,5,card,0,
O10652,C2320,P1078,Footwear,3651.61,20,2025-08-15,4,UPI,0,
O10653,C2360,P1181,Home Goods,2024.24,10,2025-01-08,7,card,0,
O10654,C2202,P1029,Electronics,36218.33,20,2026-05-28,1,wallet,0,
O10655,C2349,P1155,Apparel,3511.07,10,2025-03-08,4,UPI,0,
O10656,C2065,P1067,Electronics,32475.14,25,2025-08-22,7,card,0,
O10657,C2011,P1178,Home Goods,7071.19,15,2025-09-16,2,wallet,0,
O10658,C2001,P1110,Footwear,1049.62,10,2025-02-23,5,COD,0,
O10659,C2062,P1175,Home Goods,6249.75,10,2026-05-23,2,UPI,0,
O10660,C2369,P1058,Electronics,44409.06,0,2026-03-07,2,UPI,0,
O10661,C2292,P1207,Home Goods,11133.46,0,2025-08-20,4,netbanking,0,
O10662,C2038,P1064,Electronics,28238.34,0,2025-12-04,3,card,0,
O10663,C2413,P1007,Electronics,35748.76,10,2025-12-09,7,COD,0,
O10664,C2242,P1062,Electronics,29073.57,30,2025-02-25,5,card,1,Did not match product description
O10665,C2317,P1113,Footwear,4031.57,15,2026-04-03,2,UPI,1,Wrong size received
O10666,C2017,P1097,Footwear,5935.0,0,2025-03-08,4,COD,1,Sole started peeling within a week
O10667,C2320,P1111,Footwear,6668.14,0,2025-02-27,3,UPI,0,
O10668,C2195,P1103,Footwear,5746.23,0,2026-02-25,4,wallet,1,Color different from photos
O10669,C2237,P1204,Home Goods,3236.45,5,2025-04-14,7,card,0,
O10670,C2400,P1007,Electronics,37734.81,5,2025-12-03,3,card,0,
O10671,C2303,P1203,Home Goods,9751.26,20,2025-05-10,3,UPI,0,
O10672,C2215,P1124,Apparel,3095.31,15,2026-04-01,4,card,1,Changed my mind after purchase
O10673,C2223,P1132,Apparel,2758.19,30,2026-01-02,5,card,0,
O10674,C2397,P1038,Electronics,41841.78,0,2025-11-13,3,netbanking,0,
O10675,C2336,P1174,Home Goods,11337.09,0,2025-09-01,3,UPI,0,
O10676,C2439,P1014,Electronics,19787.08,5,2025-07-20,7,card,1,Received a different model than ordered
O10677,C2341,P1122,Apparel,413.19,15,2026-04-24,4,UPI,0,
O10678,C2296,P1145,Apparel,2060.96,30,2025-11-03,3,UPI,0,
O10679,C2021,P1127,Apparel,3402.31,0,2025-01-04,5,UPI,0,
O10680,C2238,P1160,Apparel,4782.82,0,2026-05-08,3,card,0,
